N,n,MI
17,11,0.192868305
25,3,0.502855447
11,20,2.259937212
3,16,12.31577987
42,19,0.768388035
40,17,0.158194918
18,6,0.635562207
6,18,4.764881739
20,17,1.683491243
16,12,0.732486334
28,11,0.248814228
12,7,1.117199388
24,19,0.564971517
48,3,0.165517194
21,7,0.611386124
41,7,0.033763745
33,15,0.890107758
14,11,2.100631743
45,7,0.169737191
18,20,3.778256499
27,13,0.158322469
15,4,0.341133896
24,13,0.925891101
11,18,4.040532824
25,17,1.455755369
50,16,1.444406867
6,20,4.963494862
49,14,0.650088395
10,15,0.854690686
11,13,0.909395206
24,10,0.283555158
24,2,0.082762116
41,11,0.316769668
37,5,0.220886195
19,2,0.107941064
16,9,1.968526644
45,16,1.153965178
45,4,0.07548041
17,3,0.276147362
39,17,0.85064217
50,11,0.052893131
11,10,2.669356714
34,18,0.350965164
46,4,0.117187081
20,13,0.264909774
4,9,4.786250585
4,16,2.18807639
8,19,2.28109209
14,2,0.257052178
4,3,1.134989385
46,10,0.545112111
2,5,7.926726387
37,6,0.250012881
19,17,0.376031293
45,13,1.716686434
33,7,0.255810352
41,12,0.25238419
4,19,3.775246283
5,10,3.501669693
18,7,1.128843456
45,12,0.187833581
26,10,1.372701223
8,3,0.244944936
25,14,0.968890319
17,15,1.414001625
48,5,0.236765663
15,8,1.334428421
40,14,0.691802523
22,8,0.090313729
3,12,1.550038292
16,13,0.190547555
10,4,0.379461871
11,6,1.596733598
50,16,0.485163406
10,12,3.41698461
40,8,0.270413007
11,17,2.575878335
12,16,0.604359126
39,1,0.002706357
17,16,1.322200505
44,13,0.351002663
44,10,0.07498531
47,16,0.516040919
8,17,5.25248378
38,19,0.371144468
2,14,31.91127934
49,15,0.126886223
12,4,1.002531166
23,1,0.077550063
15,11,2.433731016
22,12,1.089959075
36,4,0.132020221
2,9,4.866006806
50,6,0.541290921
43,6,0.389988341
23,5,0.400081145
6,7,0.238047489
46,12,0.732006155
17,7,0.689125087
22,1,0.061017012
8,16,1.360690707
42,1,0.003183231
31,3,0.108001968
8,6,1.256835527
46,10,0.062819942
20,10,0.586016233
15,20,1.318344573
19,2,0.152242887
6,11,5.61219689
6,7,2.155738419
36,15,1.015292752
28,19,1.416894845
44,16,0.102239556
35,15,1.048566099
34,9,0.266868963
44,18,0.120370455
14,10,0.139387151
16,17,2.921959486
31,6,0.331734274
15,10,1.531816387
45,10,0.112583719
3,5,3.752564836
48,17,0.081008074
29,4,0.479489743
27,3,0.454723889
37,15,0.315372754
39,16,0.354599858
26,3,0.138076091
41,4,0.205917382
37,7,0.095975348
19,4,0.279635342
8,18,1.027189678
10,11,1.252881316
28,1,0.01355331
29,12,0.887961732
20,10,0.95368769
16,19,2.408584828
8,7,1.729240767
50,19,0.636229665
33,14,0.183568248
6,9,1.171733028
48,16,0.19297545
27,11,0.748344531
37,2,0.044657769
2,15,13.55687227
10,7,0.892460788
24,12,0.326248178
34,16,0.411267213
35,18,0.809179903
43,13,0.302322502
46,14,0.114955125
16,5,0.364070617
26,15,0.937751293
4,7,0.86200316
34,17,0.58485734
13,13,0.755740595
45,1,0.029564791
32,16,0.914045131
42,14,0.45184559
47,8,0.398427783
25,1,0.007967421
33,1,0.170544328
24,4,0.427935587
28,14,0.384890319
30,12,0.911829858
35,11,0.22175724
47,20,0.23058712
38,16,0.277066329
45,6,0.232690907
20,15,1.989369972
41,2,0.098903476
40,12,0.23615504
10,5,0.666666608
2,13,12.54714847
22,5,0.921620671
31,9,0.577335057
43,9,0.176510285
31,15,0.488711462
21,9,0.162359713
16,9,0.755614878
2,13,8.787076054
28,18,1.155008395
49,7,0.074913611
39,6,0.593557114
16,17,2.129902625
11,19,2.538894958
43,6,0.032783765
35,8,0.438312946
27,20,0.635632441
23,4,0.048892718
37,6,0.088854952
45,2,0.087922518
44,2,0.097581697
26,11,1.64618826
25,8,0.269264484
35,12,0.098089869
21,9,0.355251361
5,1,1.13716183
25,9,0.573279292
33,6,0.115434618
50,8,0.345904089
48,20,0.265707993
6,16,1.305907751
44,19,0.882213148
43,2,0.094983573
36,11,0.752872344
35,10,0.279030333
19,13,0.32272046
16,1,0.075011871
38,11,0.260793797
31,17,0.217155089
50,12,0.756602696
47,10,0.046986673
50,17,0.128609941
24,1,0.004301038
6,20,7.127389503
45,5,0.030845237
16,20,3.606396454
27,15,0.952117992
29,6,0.51508377
27,1,0.002928682
41,1,0.009149755
20,8,0.875711282
13,11,1.769156716
32,14,0.308881256
49,16,0.07730756
19,12,0.556425217
7,7,2.078832024
41,19,1.138664636
14,6,0.186825852
37,19,0.373716613
14,10,0.378479936
20,11,0.486867911
21,5,0.547258534
40,15,0.311913179
50,19,0.967358135
38,6,0.131383592
42,7,0.163074656
38,6,0.299382897
46,5,0.348178403
42,3,0.033994759
45,5,0.095366779
28,1,0.019068088
32,13,0.081324794
43,3,0.022698126
37,17,0.670761855
2,13,11.35850155
31,2,0.247561347
19,2,0.322083043
28,2,0.025072633
47,19,0.803708296
8,10,0.708158613
3,8,9.735638148
26,2,0.052396095
22,18,0.897722944
19,3,0.257316133
45,18,0.33793795
40,15,0.14452545
38,14,1.306990424
22,16,0.303789021
9,18,0.927880338
40,13,0.612218214
37,19,0.350787602
12,12,0.366838378
32,15,0.221134406
24,7,0.414576265
46,16,0.6151486
5,20,9.690494556
23,9,0.242210998
8,14,1.550865308
12,9,1.230280398
44,6,0.127483578
47,18,0.425445415
40,8,0.054962338
24,14,2.009688038
15,7,0.39775291
13,7,0.895647226
45,4,0.011303184
14,4,0.505080374
17,7,1.24105592
45,20,0.729760975
20,10,0.216775018
14,14,0.676553402
17,18,1.435987366
49,18,0.739254039
22,10,0.60062496
13,3,0.224940353
15,5,0.407908667
14,1,0.017324901
8,18,0.641368368
42,1,0.075265495
31,20,0.374160337
34,18,1.150216188
31,9,0.503612318
22,14,1.255564883
40,1,0.014240516
34,3,0.034105833
41,8,0.170337095
2,5,6.286427826
35,8,0.116417246
37,6,0.317735814
10,6,0.728073523
9,14,0.617909973
4,1,0.171333021
6,12,0.769228251
16,16,2.518396568
26,9,0.473164706
21,14,0.563145641
37,18,0.356950672
12,18,0.987191297
20,17,2.00100368
32,5,0.073991189
12,16,1.217348739
39,11,0.025089796
24,5,0.489174595
9,13,5.75439119
40,2,0.042774174
26,13,0.663085656
10,11,1.645258645
12,3,0.237430419
44,20,0.556861214
7,7,0.518489673
15,13,1.33931737
48,13,0.80388012
11,16,1.471172679
18,17,1.951658069
12,9,1.90557493
34,19,0.72552719
37,11,0.070288449
44,19,1.026122677
45,18,0.405347297
8,9,0.714008598
5,16,3.06320614
27,2,0.034337902
28,19,0.461646015
4,9,3.028757407
42,1,0.005088998
47,7,0.470040228
49,16,0.882424485
7,1,0.189064908
20,9,1.274151683
48,3,0.127436054
13,20,2.602672495
17,10,2.030621272
9,6,0.872153304
13,17,4.026629389
30,13,1.466498231
10,20,3.610698174
41,1,0.046449769
27,15,0.733235882
41,15,2.62048589
22,5,0.297431867
41,16,0.533233303
40,17,0.181667249
40,20,1.528601018
16,11,2.731015984
6,11,4.18723903
14,11,1.590004591
36,2,0.20618132
18,7,0.210487842
19,3,0.050313442
41,7,0.163787988
49,1,0.027778238
36,2,0.097497544
16,3,0.149507349
48,11,0.092320366
39,12,0.723183542
36,4,0.075622337
33,9,0.926328781
15,1,0.061992911
38,2,0.047793834
6,8,0.416705462
21,9,0.664917256
5,15,3.661005047
23,8,0.11509058
16,9,1.196640204
14,3,0.201426415
31,15,0.728343978
16,2,0.16513373
40,19,0.296485529
2,12,14.91794863
34,6,0.39779057
31,17,0.875851332
2,6,5.830255706
40,8,0.061274412
44,2,0.070157769
7,7,2.833534684
39,10,1.304133005
16,10,0.717943793
15,4,0.214251401
42,8,0.285444755
7,9,2.569007049
5,7,0.660530174
28,13,0.859506129
15,6,1.470409532
43,11,0.541893356
26,11,0.180695882
31,11,0.703490729
12,12,1.169070306
43,9,0.094388805
11,4,0.208005294
26,11,0.248774582
33,16,0.562778264
25,18,1.648601986
49,14,0.894298285
44,2,0.009400095
45,5,0.032768366
7,11,1.547257643
12,8,1.852677939
29,6,0.364646719
14,3,0.4442746
17,10,0.297326082
14,18,0.161210061
13,11,1.483467737
8,20,4.57816156
28,3,0.028449269
24,14,0.513180775
16,10,0.673524764
31,1,0.010355124
10,12,0.992790667
36,8,0.240190074
9,18,1.35485201
42,20,0.460693173
12,4,1.112750947
39,16,0.098850162
14,18,2.356990256
29,5,0.44295006
7,10,2.594151864
29,2,0.016759095
30,18,0.881027552
30,7,0.296339032
30,14,0.602762834
12,12,2.408687028
28,17,0.976665027
11,20,1.308564841
22,19,0.452074165
28,13,0.459260745
21,20,1.97782551
27,14,2.664458459
30,10,0.811512839
21,17,1.258804821
39,15,0.243976695
48,2,0.076620864
26,8,0.187904716
20,4,0.539243535
30,7,0.167360516
31,14,0.304694138
9,3,0.641833112
28,17,0.412500109
31,10,0.295910121
5,3,1.303571517
44,6,0.068741291
43,11,0.220800121
8,8,0.300698598
46,16,0.948481992
43,1,0.008915429
22,17,0.294903795
31,19,0.465349782
34,14,0.469236014
5,16,5.285351403
37,4,0.408083444
29,18,2.004007636
50,14,0.180690129
22,16,2.290339415
24,16,1.074072231
28,14,0.393687162
4,8,1.437183926
44,3,0.022100084
28,4,0.038316157
48,15,1.111767798
7,9,2.901767387
15,16,1.424231933
30,2,0.026715812
14,6,0.305501045
20,7,0.653767599
23,4,0.223004893
25,8,0.398924275
5,20,3.041466481
16,9,0.937295024
44,14,1.18296676
12,15,0.847184754
8,1,0.063818853
21,12,0.394431415
17,19,1.132123599
27,14,1.385171913
37,9,0.183060442
44,16,0.0643264
39,2,0.133145022
28,11,0.499593846
37,6,0.129217164
12,12,2.172288111
28,14,0.711222771
22,19,0.490734887
30,18,0.594747351
45,17,0.128187807
8,15,1.36663226
22,20,1.041212542
47,4,0.141238167
14,12,1.278435993
7,2,0.276235509
21,14,1.584249265
7,20,2.019495402
24,3,0.198856631
6,19,3.854018698
2,1,0.4341538
15,8,0.083689206
21,12,0.366990845
30,20,2.663384385
21,11,0.496008241
2,14,12.25585387
5,19,2.148142764
49,8,0.523494407
11,15,0.736952494
48,10,0.179069448
18,6,0.065477733
32,3,0.14457957
38,1,0.097355176
21,13,1.270193563
17,15,0.761685988
24,20,1.054249011
6,16,0.989266818
10,12,1.469534185
9,7,0.867169816
3,11,6.136197956
5,10,0.844143627
47,3,0.024154799
43,1,0.196084242
17,5,1.144630195
16,16,2.548165662
3,2,1.132403502
2,3,3.02905402
17,16,0.87339987
36,14,1.308291849
14,8,1.0647599
35,5,0.393836608
4,8,0.49719559
41,7,0.151073198
17,6,0.824282486
27,12,0.477083478
33,6,0.200055173
5,16,5.503212334
17,2,0.066947583
10,7,1.576669754
40,5,0.094476369
2,9,7.246172463
30,9,0.279774286
35,16,0.515925533
10,1,0.052331247
43,5,0.142548965
7,13,3.119447356
11,19,0.443618583
50,6,0.013086866
34,19,1.028343654
37,11,0.43961956
5,15,5.619453585
12,5,0.08557465
10,13,1.226442561
37,1,0.021080237
9,1,0.12074868
4,13,4.555574753
37,13,0.952049526
15,13,0.443300509
28,2,0.20114155
26,6,0.144621376
27,6,0.273031604
31,8,0.651729272
17,15,0.642669402
9,7,0.301704107
26,13,0.966229462
45,3,0.026152662
15,19,3.768169782
36,6,0.423418016
45,7,0.054811195
35,11,0.798751994
10,12,1.839681624
26,11,1.285915142
9,11,0.527745902
36,19,0.591240654
19,5,0.68400228
11,9,0.260795766
20,17,1.18087094
48,13,0.285502051
17,10,0.46318793
15,15,1.267267474
35,2,0.118486227
28,10,0.868962145
36,14,0.548824188
38,13,0.838656006
6,7,2.047724334
10,10,2.68048156
50,19,0.791679733
44,12,0.881851614
16,6,1.575506762
7,6,2.086732709
28,13,0.343105861
46,1,0.055241901
48,14,0.108718316
38,14,0.222713034
50,13,0.508258968
5,8,3.09626429
15,18,1.040196418
38,13,0.63599393
29,9,0.18214943
21,11,0.345926556
48,6,0.139522554
3,14,9.136260543
16,14,0.543909179
28,8,0.145644895
40,16,0.117875277
23,16,0.182564347
25,13,1.752427407
17,12,0.952880976
49,20,0.882852083
37,8,0.131829781
21,14,0.834859904
9,7,1.851853863
28,11,0.241405936
50,14,0.29514813
19,12,0.82134594
31,10,0.430315527
41,12,0.273030927
20,17,0.488013302
36,1,0.021633633
40,10,0.506042021
10,10,0.91426836
50,17,0.089958277
34,2,0.069526447
7,9,2.665156269
15,18,3.251452841
22,4,0.228696656
47,8,0.141176774
40,14,1.103822001
19,4,0.731270536
29,15,0.206408788
46,15,0.197420466
25,16,1.273004434
28,5,0.318863824
33,14,0.352988913
34,8,0.214735673
38,6,0.431217268
8,9,3.599459603
11,18,1.628291097
13,20,0.857761194
49,6,0.196707789
23,20,0.409498741
21,19,0.465120959
24,10,0.197681114
12,19,0.538903549
7,19,3.314937604
27,20,0.272980131
16,1,0.023905846
35,10,0.644416687
12,8,0.186320815
34,5,0.293103306
47,8,0.294353267
22,7,0.097111809
16,10,0.306695903
26,4,0.235828653
18,20,2.190001018
13,6,0.342360033
36,16,0.258483192
15,18,1.446398042
44,2,0.091578165
48,10,0.196198911
30,20,0.325628541
8,5,0.923797498
48,11,0.653164599
21,20,2.391320514
27,2,0.059878987
28,6,0.197644475
17,3,0.165599529
21,19,1.26951245
30,14,0.720673808
10,5,1.119391062
25,19,1.237271644
36,14,0.803483843
37,8,0.497269341
35,19,0.698589295
36,7,0.21294706
37,2,0.013049341
12,12,0.579498288
5,7,0.715140019
42,10,0.475557038
27,14,0.425671472
31,1,0.062946626
35,19,0.362231477
8,10,3.035679283
21,8,1.484099028
42,3,0.049607493
36,7,0.115072452
38,18,0.525633348
13,7,1.275354927
37,8,0.493689733
44,4,0.089653823
20,14,0.429585934
21,18,1.042680695
24,20,0.145428351
43,17,0.263538987
29,19,0.341269217
27,15,1.329912534
46,14,0.308634416
23,10,0.329922997
25,16,0.178058732
35,11,0.432020424
31,6,0.331230455
29,16,3.499173209
16,14,1.618077241
33,7,0.469949602
33,12,0.39422737
28,12,0.629833538
6,3,0.39817734
38,5,0.256310608
38,3,0.054155325
9,9,0.730889007
7,19,1.196873445
17,2,0.389847457
40,8,0.641414288
42,8,0.191326241
44,7,0.092761041
27,2,0.138213195
32,18,0.500062518
15,18,2.755350106
49,8,0.483246433
18,16,0.402105937
21,4,0.42351678
35,4,0.031997703
19,5,0.204066068
25,16,0.13944182
4,10,4.645377868
10,13,1.517284641
8,9,1.590079578
6,3,0.203357431
8,1,0.011001016
44,1,0.006209612
10,4,0.358074803
21,6,0.436450454
9,10,0.589217027
5,13,6.918842578
29,13,0.201025362
20,2,0.188830172
29,17,0.460860849
25,10,0.270025448
18,11,0.530923024
23,15,0.369357332
5,9,1.196300896
14,20,4.015781234
32,20,1.324979205
49,20,0.408461352
40,8,0.27551822
38,16,0.195409602
49,16,0.194110952
50,11,0.181788043
34,2,0.026060653
35,17,2.114579608
13,7,1.700217262
9,8,1.099511931
36,12,0.602507831
42,16,0.630844748
35,12,0.43716706
27,20,0.417636663
44,10,0.096519942
14,10,0.497847429
38,9,0.486400838
36,18,0.366984941
15,1,0.116869989
39,3,0.043207991
26,2,0.040588411
48,2,0.136158471
36,7,0.711826909
31,8,0.398281083
10,16,4.752740695
18,17,0.884528275
34,1,0.014033186
14,6,0.607111719
23,6,0.225123578
40,9,0.617536586
48,3,0.087644366
49,9,0.527069427
9,12,4.820455917
46,1,0.020059182
49,5,0.148360164
50,7,0.11596642
13,4,0.153811926
27,6,0.596709289
14,12,0.867363347
9,13,0.575954978
24,11,0.823694652
18,17,0.640997406
41,19,1.153954229
44,3,0.090812288
36,3,0.457028275
40,20,1.392450977
19,9,0.541750658
41,7,0.316868502
13,15,0.383131081
17,6,0.797131366
3,7,6.98569861
30,12,0.349974737
18,13,1.811433395
44,14,0.759733766
10,5,0.376249789
22,13,1.995050088
48,6,0.246364879
11,1,0.084486642
41,12,0.213224955
30,5,0.198259607
17,15,0.920236119
41,3,0.103213621
49,8,0.084279757
2,3,0.577091608
13,4,0.63474122
8,19,3.908597306
18,5,0.273940972
38,1,0.101793922
42,20,0.443828078
25,15,1.067208247
47,1,0.002275733
12,6,1.215932668
15,12,0.350100591
11,5,0.381687704
31,16,0.821960035
29,12,0.662304267
49,4,0.161198232
24,5,0.403896532
36,1,0.021409318
49,4,0.247526979
11,4,0.655473563
20,12,0.779354913
25,17,1.677218311
43,9,0.19285115
6,12,0.803434836
42,4,0.068694407
20,10,0.432562828
16,7,0.287150194
14,9,0.39524199
19,2,0.228008941
18,11,0.383816635
33,4,0.214584314
47,18,0.21991062
16,12,0.791444256
39,11,0.121351857
9,1,0.023750366
19,20,1.903989196
28,5,0.428162764
27,16,0.59582357
23,6,0.093607421
35,13,0.739758739
50,8,0.365673803
49,18,0.292596864
4,16,3.219300713
45,6,0.579511893
19,19,1.010438841
24,12,0.515992541
28,10,0.117279557
20,6,0.441872051
10,7,1.507136171
18,13,0.200942238
43,8,0.151965795
30,6,0.104378124
36,6,0.137868842
15,16,2.979340454
16,15,0.943224857
40,10,0.387535395
8,7,0.645861882
20,4,0.511675052
2,8,2.010106251
14,18,2.232924292
41,5,0.189865888
27,12,0.180901273
42,9,0.066928574
29,18,0.447772211
4,15,2.244353338
17,17,1.277468543
43,9,0.166987013
6,3,1.198383325
14,3,0.33424989
18,6,0.40665246
27,12,1.4072207
42,18,0.30665579
24,2,0.083662946
17,9,0.73782261
44,17,0.45084218
43,7,0.399296385
39,9,0.519304806
17,1,0.007290183
21,15,0.357589904
8,6,0.40309238
10,9,0.370134923
8,3,0.223251906
34,19,0.537211187
9,9,2.660650034
49,14,0.613520978
31,18,0.762623825
42,20,0.365814698
16,12,3.042725478
26,13,0.131472868
45,17,0.155038679
8,4,0.334897403
24,2,0.263277236
34,18,0.616985425
30,8,0.090269955
50,6,0.124199233
16,8,0.457156413
5,2,0.85718462
21,8,0.974844362
17,9,0.87475596
22,1,0.201042757
18,12,0.503335227
2,8,0.639366664
39,12,0.538277982
28,5,0.050024679
23,13,1.244620871
38,12,0.182214123
34,3,0.239845222
2,8,12.91693217
11,8,0.423781553
11,15,0.879885892
6,6,0.99677137
30,15,0.624584724
34,19,0.170521816
47,12,0.350230571
42,3,0.089965643
33,9,0.289962138
38,20,0.265679759
28,20,0.24356767
10,20,3.79750485
15,15,0.201214025
8,12,1.64032737
18,18,0.855203828
31,10,0.105104406
29,14,0.626783683
12,19,2.861229747
50,11,0.060777383
44,17,0.373005005
11,2,0.25821412
25,19,0.820235326
7,20,5.572545685
3,15,13.83820866
27,5,0.211319968
19,14,1.186975332
5,19,5.679235066
37,15,0.409022996
26,7,0.688179907
27,10,0.720611958
36,12,0.962586933
21,10,1.013603143
28,2,0.103551344
17,3,0.485682314
22,12,0.499647056
2,3,0.885166137
19,11,0.292122451
32,14,1.2550784
45,5,0.254317125
43,12,0.193119914
10,14,2.514350402
33,17,0.644238215
12,6,0.555521744
5,20,8.82295878
12,5,0.830203918
22,15,0.391104079
16,12,0.624256245
11,19,2.487844236
50,5,0.035528175
45,20,0.74630047
33,8,0.247733723
3,11,0.51742816
25,18,0.41892292
24,12,0.984771125
21,14,0.483878086
25,11,0.684617627
40,2,0.033162054
31,12,0.183688837
27,13,0.39471105
22,16,0.606488697
14,16,2.063977112
29,12,0.500408869
3,14,3.890188329
47,8,0.233357071
35,4,0.176582503
17,10,0.348846229
13,20,2.263378102
31,18,0.459941814
9,4,1.231391773
46,9,0.160555094
27,15,1.526249047
17,4,0.171628784
11,17,2.690284274
46,4,0.103526782
17,17,1.46161706
34,8,0.666804573
20,13,1.864755104
27,14,0.23308473
28,11,0.70933354
7,14,3.301073422
21,3,0.030977119
43,16,0.464379974
13,12,0.264943942
9,1,0.311302391
29,15,1.138467214
48,14,0.108221554
19,6,0.450932593
33,13,0.054006271
7,14,3.363090622
41,11,0.583762834
16,17,2.875507517
29,10,0.503207013
23,2,0.059891007
43,10,0.205788194
26,19,0.660959854
27,1,0.017689556
12,2,0.533987226
27,11,0.654387439
43,17,0.183536069
31,10,0.546097952
41,4,0.080702791
12,14,2.030954747
7,7,1.97496043
50,9,0.120182376
26,13,0.353700897
47,4,0.148255308
49,19,0.143737418
33,20,0.539327376
25,17,0.800946854
9,2,0.264364945
12,10,0.230710832
4,4,0.529865107
30,4,0.035941916
20,6,1.067264004
40,4,0.026285184
7,1,0.102474386
20,1,0.076609479
3,14,2.380608285
18,3,0.166790276
23,20,0.416835706
16,2,0.31184929
10,11,0.33034961
44,4,0.078893085
15,2,0.203557045
42,18,0.740337073
20,2,0.240004364
47,13,0.422158469
28,6,0.237778469
17,16,1.01545738
12,19,1.235276251
26,11,0.611627942
3,2,1.540133464
46,13,0.176489445
30,7,0.320944166
17,12,1.134954099
28,18,0.319466741
11,15,1.818944811
20,6,0.217485893
30,17,0.931250872
41,7,0.184572897
15,15,1.308148299
9,16,4.558423141
32,10,0.553571245
49,17,0.6237228
39,3,0.318966381
27,16,1.792931492
4,8,0.914072087
24,17,1.578777516
25,8,0.238914047
6,10,3.675035931
20,11,1.347139384
7,18,4.442949982
10,19,2.366403444
7,8,1.086728581
31,5,0.082870853
21,4,0.447590219
39,11,0.25646166
40,17,0.368208224
24,13,0.760161324
38,17,0.48814298
21,8,0.150789395
47,13,0.934998383
21,5,0.286548358
27,1,0.034558282
29,14,0.203384203
47,19,0.295754685
7,8,2.701679596
33,13,0.324824299
33,3,0.145945116
43,8,0.523112257
43,14,0.943316995
5,8,2.809759026
48,17,1.119202753
49,3,0.027293314
49,1,0.022504963
6,7,2.058589628
36,1,0.01282227
10,12,1.762731847
9,18,1.975118919
14,8,2.433631024
36,8,0.352394242
13,3,0.05628473
49,10,0.645260742
4,20,7.183770983
31,1,0.003508597
34,7,0.235124418
6,7,2.907442014
23,7,0.273434798
41,6,0.047466413
19,17,3.440936718
15,17,2.571754039
41,8,0.446593441
38,1,0.020377387
12,4,0.656840509
37,2,0.054113814
49,14,0.292055793
6,19,5.111707056
8,13,3.88759292
31,9,0.357484785
20,11,0.484520008
41,11,0.083953876
10,18,2.687733646
3,10,7.027384821
46,15,0.353972392
41,18,0.860253931
28,15,0.573109607
5,5,1.776836217
20,3,0.040175852
22,3,0.20228851
8,2,0.473018887
50,1,0.066365075
12,1,0.091518695
31,1,0.025848024
19,1,0.010801384
37,17,0.290766457
44,5,0.249192017
49,13,0.051958734
34,1,0.038131811
16,1,0.127451489
5,19,1.899443857
10,11,0.514744025
20,15,0.17276599
17,1,0.023745707
33,11,0.099407446
7,8,0.231678055
36,9,0.459215549
33,7,0.112641588
10,8,1.981659027
34,10,0.441100202
31,5,0.089194238
18,14,0.358830599
45,13,0.577014684
17,7,0.121802781
24,10,0.951687156
31,12,0.293516049
35,12,1.121523603
32,10,0.345330181
33,3,0.04611766
48,9,0.330351835
36,17,0.981404656
8,13,2.07347741
30,16,0.913961793
39,19,0.649553786
18,8,1.370020378
21,19,3.046455962
11,3,0.896291242
4,16,2.027444713
37,17,0.391822225
29,5,0.407326661
38,11,0.843323694
7,9,2.109946955
22,12,1.92884393
48,19,0.528124119
45,3,0.231453271
50,1,0.040701111
28,8,0.067517304
5,1,0.299930961
6,16,3.448545475
27,10,0.103906906
43,19,0.818030032
45,12,0.173974964
7,5,1.636387908
43,4,0.205178682
3,5,4.501963338
6,13,1.704358614
50,6,0.231465491
17,8,1.069492368
15,5,0.770760553
39,8,0.064940276
26,3,0.147083989
23,13,1.835184066
47,2,0.023010129
17,3,0.445882522
42,3,0.012266605
37,4,0.158679065
6,15,2.42589609
17,16,0.452776929
45,13,0.613996995
12,3,0.215456601
21,1,0.050542357
17,16,0.927499267
35,9,0.796999986
35,11,0.242711289
22,2,0.056615718
33,4,0.430334951
47,3,0.144059463
6,6,2.381710167
30,10,0.56177691
28,13,0.768739343
39,5,0.139014542
28,20,1.423258877
24,10,1.03133531
9,2,0.219767
31,8,0.343294461
16,15,1.71785107
28,11,0.160272203
40,18,1.151370465
29,9,0.76942236
22,17,0.299307356
4,13,0.697692532
14,19,1.130888446
5,6,1.594566057
41,2,0.017996581
16,9,0.710703753
46,5,0.200515014
23,5,0.560299262
27,1,0.007160996
41,5,0.094298697
20,20,2.663657084
43,4,0.088353771
30,2,0.040051381
31,20,0.139724227
45,12,0.617111171
14,1,0.093673309
29,9,0.273471522
15,12,0.539448623
27,2,0.009538177
5,1,0.236356368
32,5,0.114051456
24,13,1.590468698
21,19,0.563880377
11,19,3.408492104
42,19,0.591359695
21,3,0.05644684
44,2,0.12298282
45,10,0.217503481
44,8,0.073432849
31,9,0.630976131
5,1,0.592723391
26,19,0.273273165
11,18,1.755514612
10,2,0.122587083
38,20,0.716890728
33,19,2.363071104
47,6,0.207636361
44,16,1.272939202
41,7,0.231559224
43,20,0.124524042
6,16,1.29249916
4,16,2.239844262
24,6,0.233663371
33,2,0.182371418
50,8,0.059232624
35,3,0.05921531
21,18,0.889801116
42,8,0.264376227
35,2,0.036884983
34,6,0.066727998
42,2,0.097897043
8,18,3.35685235
16,11,0.485625488
22,15,0.156371971
43,11,0.79777815
15,4,0.550694766
5,6,2.539511803
11,5,0.348162551
5,19,5.98292566
50,19,0.011745341
29,17,0.510016168
25,4,0.071836967
9,4,0.797888003
49,19,0.448677837
45,13,0.566049699
27,19,1.035422214
50,1,0.040559562
28,20,2.258768266
26,11,0.92822051
25,1,0.018437042
9,18,1.870231938
22,12,0.736255294
36,6,0.098041612
6,18,4.481037568
3,17,11.04816427
4,17,10.12596249
17,11,0.402109812
34,8,0.640369588
3,15,9.802255937
42,17,0.547806042
17,1,0.11060203
37,17,1.094129729
22,6,0.613958646
46,17,0.353862582
48,2,0.045150464
13,4,0.122532537
35,4,0.23469103
22,14,0.504465058
26,1,0.088326439
25,13,0.150597419
15,8,1.530427996
21,3,0.056811908
29,1,0.009987757
50,13,0.379883739
16,18,0.298208903
40,19,1.281274345
19,7,0.330388568
41,9,0.125349599
37,9,0.190397123
37,18,0.063480491
8,17,2.407297178
28,7,0.152117425
28,14,0.234688053
16,17,1.787606779
46,9,0.05559049
22,8,0.393739986
45,19,1.281081228
8,10,3.565525837
22,4,0.408090731
26,10,0.723310193
43,14,0.158295124
45,10,0.327858977
50,17,0.654435039
21,2,0.282872813
44,18,0.563266526
38,9,0.29372234
31,10,0.193933886
24,6,0.423268941
2,5,2.487469737
22,7,0.293315842
32,18,0.423584035
19,8,0.887329241
43,2,0.036690031
49,10,0.521244212
16,10,0.328455215
47,14,0.653262803
3,19,7.859357442
28,10,0.412237833
28,4,0.119023566
5,10,5.679769075
39,7,0.110772014
49,14,0.064469593
38,19,0.378005572
18,5,0.340447182
36,5,0.075375768
7,13,0.675105968
25,19,1.95840321
7,20,10.04496618
22,7,0.10046692
21,8,0.455409261
23,13,0.281095038
26,10,0.803992541
29,3,0.037517038
14,10,0.341334749
18,1,0.108682269
13,17,2.388412682
9,8,1.073964239
9,15,3.912265536
24,12,0.419967359
35,4,0.071139741
17,10,0.769373705
20,1,0.07482424
8,19,1.823059636
9,15,2.357861971
40,6,0.400427451
32,6,0.069433897
26,1,0.13149836
39,4,0.041652635
31,11,0.167539004
12,6,1.389855671
25,1,0.051270885
45,5,0.054284123
46,19,0.515132997
15,10,0.27951772
33,12,0.424538533
29,12,0.122591868
4,5,3.102593994
18,5,0.179071397
15,4,0.441092469
48,16,0.287948816
15,1,0.044018579
18,8,0.41653823
10,15,3.686366351
2,5,1.004710768
25,2,0.017200289
27,3,0.034978791
30,15,0.256380381
45,2,0.018708617
40,4,0.197410248
30,5,0.127931251
49,20,0.504064562
28,14,1.789026347
10,8,0.405070419
40,7,0.082442667
49,18,0.211022609
32,8,0.259125207
9,4,0.455516562
